"city","origin_zip","origin_county","origin_state","origin_zip_lat","origin_zip_long"
"Atlanta_GA",30002,"DeKalb County","GA",33.77,-84.26
"Atlanta_GA",30004,"Fulton County","GA",34.14,-84.29
"Atlanta_GA",30005,"Fulton County","GA",34.09,-84.22
"Atlanta_GA",30009,"Fulton County","GA",34.08,-84.3
"Atlanta_GA",30011,"Barrow County","GA",34.03,-83.83
"Atlanta_GA",30012,"Rockdale County","GA",33.72,-84.01
"Atlanta_GA",30013,"Rockdale County","GA",33.64,-83.97
"Atlanta_GA",30014,"Newton County","GA",33.6,-83.8
"Atlanta_GA",30016,"Newton County","GA",33.5,-83.9
"Atlanta_GA",30017,"Gwinnett County","GA",33.89,-83.96
"Atlanta_GA",30019,"Gwinnett County","GA",34,-83.9
"Atlanta_GA",30021,"DeKalb County","GA",33.81,-84.24
"Atlanta_GA",30022,"Fulton County","GA",34.02,-84.25
"Atlanta_GA",30024,"Gwinnett County","GA",34.07,-84.1
"Atlanta_GA",30025,"Walton County","GA",33.6,-83.7
"Atlanta_GA",30028,"Forsyth County","GA",34.3,-84.2
"Atlanta_GA",30030,"DeKalb County","GA",33.77,-84.29
"Atlanta_GA",30032,"DeKalb County","GA",33.75,-84.27
"Atlanta_GA",30033,"DeKalb County","GA",33.82,-84.29
"Atlanta_GA",30034,"DeKalb County","GA",33.69,-84.25
"Atlanta_GA",30035,"DeKalb County","GA",33.73,-84.2
"Atlanta_GA",30038,"DeKalb County","GA",33.66,-84.14
"Atlanta_GA",30039,"Gwinnett County","GA",33.8,-84.03
"Atlanta_GA",30040,"Forsyth County","GA",34.2,-84.2
"Atlanta_GA",30041,"Forsyth County","GA",34.2,-84.1
"Atlanta_GA",30043,"Gwinnett County","GA",34.01,-84.01
"Atlanta_GA",30044,"Gwinnett County","GA",33.92,-84.07
"Atlanta_GA",30045,"Gwinnett County","GA",33.93,-83.92
"Atlanta_GA",30046,"Gwinnett County","GA",33.95,-84
"Atlanta_GA",30047,"Gwinnett County","GA",33.87,-84.11
"Atlanta_GA",30052,"Walton County","GA",33.8,-83.9
"Atlanta_GA",30054,"Newton County","GA",33.68,-83.86
"Atlanta_GA",30055,"Jasper County","GA",33.5,-83.7
"Atlanta_GA",30056,"Jasper County","GA",33.5,-83.65
"Atlanta_GA",30058,"DeKalb County","GA",33.74,-84.1
"Atlanta_GA",30060,"Cobb County","GA",33.93,-84.54
"Atlanta_GA",30062,"Cobb County","GA",34,-84.47
"Atlanta_GA",30064,"Cobb County","GA",33.93,-84.62
"Atlanta_GA",30066,"Cobb County","GA",34.02,-84.5
"Atlanta_GA",30067,"Cobb County","GA",33.93,-84.46
"Atlanta_GA",30068,"Cobb County","GA",33.97,-84.44
"Atlanta_GA",30071,"Gwinnett County","GA",33.94,-84.21
"Atlanta_GA",30075,"Fulton County","GA",34.06,-84.38
"Atlanta_GA",30076,"Fulton County","GA",34.02,-84.31
"Atlanta_GA",30078,"Gwinnett County","GA",33.86,-84.01
"Atlanta_GA",30079,"DeKalb County","GA",33.79,-84.26
"Atlanta_GA",30083,"DeKalb County","GA",33.79,-84.2
"Atlanta_GA",30084,"DeKalb County","GA",33.86,-84.21
"Atlanta_GA",30087,"DeKalb County","GA",33.82,-84.11
"Atlanta_GA",30088,"DeKalb County","GA",33.76,-84.17
"Atlanta_GA",30092,"Gwinnett County","GA",33.97,-84.23
"Atlanta_GA",30093,"Gwinnett County","GA",33.91,-84.18
"Atlanta_GA",30094,"Rockdale County","GA",33.6,-84.1
"Atlanta_GA",30096,"Gwinnett County","GA",33.98,-84.15
"Atlanta_GA",30097,"Fulton County","GA",34.02,-84.14
"Atlanta_GA",30101,"Cobb County","GA",34.03,-84.7
"Atlanta_GA",30102,"Cherokee County","GA",34.11,-84.63
"Atlanta_GA",30103,"Bartow County","GA",34.4,-84.9
"Atlanta_GA",30107,"Cherokee County","GA",34.3,-84.3
"Atlanta_GA",30108,"Carroll County","GA",33.5,-85.3
"Atlanta_GA",30110,"Haralson County","GA",33.7,-85.2
"Atlanta_GA",30113,"Haralson County","GA",33.9,-85.2
"Atlanta_GA",30114,"Cherokee County","GA",34.3,-84.5
"Atlanta_GA",30115,"Cherokee County","GA",34.2,-84.4
"Atlanta_GA",30116,"Carroll County","GA",33.6,-85
"Atlanta_GA",30117,"Carroll County","GA",33.6,-85.1
"Atlanta_GA",30118,"Carroll County","GA",33.572,-85.103
"Atlanta_GA",30120,"Bartow County","GA",34.2,-84.8
"Atlanta_GA",30121,"Bartow County","GA",34.2,-84.8
"Atlanta_GA",30122,"Douglas County","GA",33.76,-84.65
"Atlanta_GA",30127,"Cobb County","GA",33.9,-84.7
"Atlanta_GA",30132,"Paulding County","GA",34,-84.9
"Atlanta_GA",30134,"Douglas County","GA",33.8,-84.8
"Atlanta_GA",30135,"Douglas County","GA",33.7,-84.7
"Atlanta_GA",30137,"Bartow County","GA",34.12,-84.77
"Atlanta_GA",30141,"Paulding County","GA",33.86,-84.76
"Atlanta_GA",30143,"Pickens County","GA",34.5,-84.4
"Atlanta_GA",30144,"Cobb County","GA",34.03,-84.6
"Atlanta_GA",30145,"Bartow County","GA",34.2,-85
"Atlanta_GA",30148,"Pickens County","GA",34.44,-84.29
"Atlanta_GA",30152,"Cobb County","GA",33.99,-84.64
"Atlanta_GA",30157,"Paulding County","GA",33.9,-84.9
"Atlanta_GA",30170,"Carroll County","GA",33.4,-85.2
"Atlanta_GA",30171,"Bartow County","GA",34.36,-84.74
"Atlanta_GA",30175,"Pickens County","GA",34.5,-84.5
"Atlanta_GA",30176,"Haralson County","GA",33.8,-85.3
"Atlanta_GA",30177,"Pickens County","GA",34.4,-84.37
"Atlanta_GA",30178,"Bartow County","GA",34.1,-85
"Atlanta_GA",30179,"Carroll County","GA",33.8,-85
"Atlanta_GA",30180,"Carroll County","GA",33.7,-84.9
"Atlanta_GA",30182,"Carroll County","GA",33.65,-85.25
"Atlanta_GA",30183,"Cherokee County","GA",34.34,-84.59
"Atlanta_GA",30184,"Bartow County","GA",34.3,-84.7
"Atlanta_GA",30185,"Carroll County","GA",33.51,-84.91
"Atlanta_GA",30187,"Douglas County","GA",33.7,-84.8
"Atlanta_GA",30188,"Cherokee County","GA",34.12,-84.45
"Atlanta_GA",30189,"Cherokee County","GA",34.13,-84.57
"Atlanta_GA",30204,"Lamar County","GA",33.1,-84.1
"Atlanta_GA",30205,"Fayette County","GA",33.26,-84.46
"Atlanta_GA",30206,"Pike County","GA",33.1,-84.44
"Atlanta_GA",30213,"Fulton County","GA",33.6,-84.6
"Atlanta_GA",30214,"Fayette County","GA",33.49,-84.48
"Atlanta_GA",30215,"Fayette County","GA",33.4,-84.5
"Atlanta_GA",30216,"Butts County","GA",33.24,-83.87
"Atlanta_GA",30217,"Heard County","GA",33.3,-85.1
"Atlanta_GA",30218,"Meriwether County","GA",33.13,-84.59
"Atlanta_GA",30220,"Coweta County","GA",33.23,-84.84
"Atlanta_GA",30222,"Meriwether County","GA",33,-84.7
"Atlanta_GA",30223,"Spalding County","GA",33.3,-84.3
"Atlanta_GA",30224,"Spalding County","GA",33.2,-84.2
"Atlanta_GA",30228,"Henry County","GA",33.41,-84.3
"Atlanta_GA",30233,"Butts County","GA",33.3,-84
"Atlanta_GA",30234,"Butts County","GA",33.32,-84.03
"Atlanta_GA",30236,"Clayton County","GA",33.53,-84.33
"Atlanta_GA",30238,"Clayton County","GA",33.5,-84.38
"Atlanta_GA",30248,"Henry County","GA",33.3,-84.1
"Atlanta_GA",30251,"Meriwether County","GA",33.18,-84.7
"Atlanta_GA",30252,"Henry County","GA",33.5,-84
"Atlanta_GA",30253,"Henry County","GA",33.45,-84.19
"Atlanta_GA",30256,"Pike County","GA",33.02,-84.32
"Atlanta_GA",30257,"Lamar County","GA",33.1,-84.2
"Atlanta_GA",30258,"Pike County","GA",33,-84.4
"Atlanta_GA",30259,"Coweta County","GA",33.27,-84.72
"Atlanta_GA",30260,"Clayton County","GA",33.58,-84.33
"Atlanta_GA",30263,"Coweta County","GA",33.4,-84.9
"Atlanta_GA",30265,"Coweta County","GA",33.42,-84.7
"Atlanta_GA",30268,"Fulton County","GA",33.6,-84.7
"Atlanta_GA",30269,"Fayette County","GA",33.39,-84.57
"Atlanta_GA",30273,"Clayton County","GA",33.58,-84.27
"Atlanta_GA",30274,"Clayton County","GA",33.55,-84.4
"Atlanta_GA",30276,"Coweta County","GA",33.3,-84.6
"Atlanta_GA",30277,"Coweta County","GA",33.4,-84.6
"Atlanta_GA",30281,"Henry County","GA",33.6,-84.2
"Atlanta_GA",30288,"Clayton County","GA",33.65,-84.32
"Atlanta_GA",30290,"Fayette County","GA",33.48,-84.59
"Atlanta_GA",30291,"Fulton County","GA",33.57,-84.54
"Atlanta_GA",30292,"Pike County","GA",33.17,-84.41
"Atlanta_GA",30293,"Meriwether County","GA",33,-84.6
"Atlanta_GA",30294,"DeKalb County","GA",33.64,-84.25
"Atlanta_GA",30295,"Pike County","GA",33.1,-84.31
"Atlanta_GA",30296,"Clayton County","GA",33.56,-84.45
"Atlanta_GA",30297,"Clayton County","GA",33.61,-84.36
"Atlanta_GA",30303,"Fulton County","GA",33.75,-84.39
"Atlanta_GA",30305,"Fulton County","GA",33.84,-84.38
"Atlanta_GA",30306,"Fulton County","GA",33.79,-84.35
"Atlanta_GA",30307,"DeKalb County","GA",33.77,-84.34
"Atlanta_GA",30308,"Fulton County","GA",33.77,-84.38
"Atlanta_GA",30309,"Fulton County","GA",33.8,-84.39
"Atlanta_GA",30310,"Fulton County","GA",33.73,-84.43
"Atlanta_GA",30311,"Fulton County","GA",33.73,-84.47
"Atlanta_GA",30312,"Fulton County","GA",33.74,-84.38
"Atlanta_GA",30313,"Fulton County","GA",33.76,-84.4
"Atlanta_GA",30315,"Fulton County","GA",33.7,-84.38
"Atlanta_GA",30316,"DeKalb County","GA",33.74,-84.34
"Atlanta_GA",30317,"DeKalb County","GA",33.75,-84.32
"Atlanta_GA",30318,"Fulton County","GA",33.79,-84.44
"Atlanta_GA",30319,"DeKalb County","GA",33.86,-84.35
"Atlanta_GA",30322,"DeKalb County","GA",33.792,-84.323
"Atlanta_GA",30324,"Fulton County","GA",33.82,-84.36
"Atlanta_GA",30326,"Fulton County","GA",33.85,-84.36
"Atlanta_GA",30327,"Fulton County","GA",33.86,-84.42
"Atlanta_GA",30328,"Fulton County","GA",33.93,-84.4
"Atlanta_GA",30329,"DeKalb County","GA",33.83,-84.33
"Atlanta_GA",30331,"Fulton County","GA",33.72,-84.56
"Atlanta_GA",30337,"Fulton County","GA",33.64,-84.44
"Atlanta_GA",30338,"DeKalb County","GA",33.94,-84.32
"Atlanta_GA",30339,"Cobb County","GA",33.87,-84.45
"Atlanta_GA",30340,"DeKalb County","GA",33.89,-84.23
"Atlanta_GA",30341,"DeKalb County","GA",33.89,-84.28
"Atlanta_GA",30342,"Fulton County","GA",33.88,-84.38
"Atlanta_GA",30344,"Fulton County","GA",33.68,-84.44
"Atlanta_GA",30345,"DeKalb County","GA",33.85,-84.28
"Atlanta_GA",30346,"DeKalb County","GA",33.92,-84.34
"Atlanta_GA",30349,"Fulton County","GA",33.6,-84.5
"Atlanta_GA",30350,"Fulton County","GA",33.98,-84.32
"Atlanta_GA",30354,"Fulton County","GA",33.66,-84.4
"Atlanta_GA",30360,"DeKalb County","GA",33.93,-84.26
"Atlanta_GA",30363,"Fulton County","GA",33.792,-84.399
"Atlanta_GA",30518,"Gwinnett County","GA",34.12,-84.01
"Atlanta_GA",30519,"Gwinnett County","GA",34.09,-83.94
"Atlanta_GA",30534,"Dawson County","GA",34.5,-84.1
"Atlanta_GA",30620,"Barrow County","GA",33.93,-83.75
"Atlanta_GA",30625,"Morgan County","GA",33.53,-83.36
"Atlanta_GA",30641,"Walton County","GA",33.78,-83.57
"Atlanta_GA",30650,"Morgan County","GA",33.6,-83.4
"Atlanta_GA",30655,"Walton County","GA",33.8,-83.7
"Atlanta_GA",30656,"Walton County","GA",33.9,-83.7
"Atlanta_GA",30663,"Morgan County","GA",33.6,-83.6
"Atlanta_GA",30666,"Barrow County","GA",33.96,-83.58
"Atlanta_GA",30680,"Barrow County","GA",34,-83.7
"Atlanta_GA",31038,"Jasper County","GA",33.2,-83.6
"Atlanta_GA",31064,"Jasper County","GA",33.3,-83.7
"Atlanta_GA",31085,"Jasper County","GA",33.42,-83.63
"Atlanta_GA",31816,"Meriwether County","GA",32.88,-84.61
"Atlanta_GA",31830,"Meriwether County","GA",32.89,-84.73
"Austin_TX",76511,"Williamson County","TX",30.8,-97.4
"Austin_TX",76527,"Williamson County","TX",30.8,-97.8
"Austin_TX",76530,"Williamson County","TX",30.7,-97.4
"Austin_TX",76537,"Williamson County","TX",30.82,-97.6
"Austin_TX",76574,"Williamson County","TX",30.6,-97.4
"Austin_TX",76578,"Williamson County","TX",30.5,-97.2
"Austin_TX",78602,"Bastrop County","TX",30.1,-97.3
"Austin_TX",78610,"Hays County","TX",30.1,-97.8
"Austin_TX",78612,"Bastrop County","TX",30.1,-97.5
"Austin_TX",78613,"Williamson County","TX",30.5,-97.82
"Austin_TX",78615,"Williamson County","TX",30.5,-97.4
"Austin_TX",78616,"Caldwell County","TX",29.9,-97.6
"Austin_TX",78617,"Travis County","TX",30.15,-97.58
"Austin_TX",78619,"Hays County","TX",30.1,-98.04
"Austin_TX",78620,"Hays County","TX",30.2,-98.1
"Austin_TX",78621,"Bastrop County","TX",30.3,-97.4
"Austin_TX",78626,"Williamson County","TX",30.7,-97.6
"Austin_TX",78628,"Williamson County","TX",30.6,-97.8
"Austin_TX",78633,"Williamson County","TX",30.7,-97.8
"Austin_TX",78634,"Williamson County","TX",30.55,-97.55
"Austin_TX",78640,"Hays County","TX",30,-97.8
"Austin_TX",78641,"Williamson County","TX",30.5,-97.9
"Austin_TX",78642,"Williamson County","TX",30.7,-97.9
"Austin_TX",78644,"Caldwell County","TX",29.9,-97.7
"Austin_TX",78645,"Travis County","TX",30.44,-97.95
"Austin_TX",78648,"Caldwell County","TX",29.7,-97.6
"Austin_TX",78650,"Bastrop County","TX",30.3,-97.2
"Austin_TX",78652,"Travis County","TX",30.13,-97.86
"Austin_TX",78653,"Travis County","TX",30.3,-97.5
"Austin_TX",78655,"Caldwell County","TX",29.8,-97.84
"Austin_TX",78656,"Caldwell County","TX",29.9,-97.81
"Austin_TX",78659,"Bastrop County","TX",30.2,-97.1
"Austin_TX",78660,"Travis County","TX",30.43,-97.6
"Austin_TX",78662,"Bastrop County","TX",29.94,-97.43
"Austin_TX",78664,"Williamson County","TX",30.5,-97.64
"Austin_TX",78665,"Williamson County","TX",30.54,-97.65
"Austin_TX",78666,"Hays County","TX",29.9,-98
"Austin_TX",78669,"Travis County","TX",30.4,-98.1
"Austin_TX",78676,"Hays County","TX",30,-98.1
"Austin_TX",78681,"Williamson County","TX",30.53,-97.72
"Austin_TX",78701,"Travis County","TX",30.27,-97.74
"Austin_TX",78702,"Travis County","TX",30.26,-97.71
"Austin_TX",78703,"Travis County","TX",30.29,-97.77
"Austin_TX",78704,"Travis County","TX",30.24,-97.75
"Austin_TX",78705,"Travis County","TX",30.29,-97.74
"Austin_TX",78712,"Travis County","TX",30.286,-97.734
"Austin_TX",78717,"Williamson County","TX",30.49,-97.77
"Austin_TX",78719,"Travis County","TX",30.15,-97.67
"Austin_TX",78721,"Travis County","TX",30.27,-97.68
"Austin_TX",78722,"Travis County","TX",30.29,-97.72
"Austin_TX",78723,"Travis County","TX",30.3,-97.69
"Austin_TX",78724,"Travis County","TX",30.29,-97.61
"Austin_TX",78725,"Travis County","TX",30.25,-97.62
"Austin_TX",78726,"Travis County","TX",30.43,-97.84
"Austin_TX",78727,"Travis County","TX",30.43,-97.72
"Austin_TX",78728,"Travis County","TX",30.45,-97.69
"Austin_TX",78729,"Williamson County","TX",30.45,-97.76
"Austin_TX",78730,"Travis County","TX",30.37,-97.84
"Austin_TX",78731,"Travis County","TX",30.35,-97.77
"Austin_TX",78732,"Travis County","TX",30.38,-97.89
"Austin_TX",78733,"Travis County","TX",30.32,-97.87
"Austin_TX",78734,"Travis County","TX",30.38,-97.96
"Austin_TX",78735,"Travis County","TX",30.27,-97.87
"Austin_TX",78736,"Travis County","TX",30.24,-97.89
"Austin_TX",78737,"Hays County","TX",30.2,-97.99
"Austin_TX",78738,"Travis County","TX",30.31,-97.98
"Austin_TX",78739,"Travis County","TX",30.17,-97.89
"Austin_TX",78741,"Travis County","TX",30.23,-97.72
"Austin_TX",78742,"Travis County","TX",30.24,-97.66
"Austin_TX",78744,"Travis County","TX",30.18,-97.74
"Austin_TX",78745,"Travis County","TX",30.21,-97.8
"Austin_TX",78746,"Travis County","TX",30.3,-97.81
"Austin_TX",78747,"Travis County","TX",30.12,-97.75
"Austin_TX",78748,"Travis County","TX",30.16,-97.82
"Austin_TX",78749,"Travis County","TX",30.21,-97.86
"Austin_TX",78750,"Travis County","TX",30.41,-97.8
"Austin_TX",78751,"Travis County","TX",30.31,-97.72
"Austin_TX",78752,"Travis County","TX",30.34,-97.7
"Austin_TX",78753,"Travis County","TX",30.38,-97.67
"Austin_TX",78754,"Travis County","TX",30.37,-97.64
"Austin_TX",78756,"Travis County","TX",30.32,-97.74
"Austin_TX",78757,"Travis County","TX",30.35,-97.73
"Austin_TX",78758,"Travis County","TX",30.38,-97.71
"Austin_TX",78759,"Travis County","TX",30.4,-97.75
"Austin_TX",78957,"Bastrop County","TX",30,-97.2
"Baltimore_MD",20607,"Prince George's County","MD",38.66,-77.01
"Baltimore_MD",20608,"Prince George's County","MD",38.58,-76.71
"Baltimore_MD",20613,"Prince George's County","MD",38.7,-76.8
"Baltimore_MD",20623,"Prince George's County","MD",38.74,-76.84
"Baltimore_MD",20705,"Prince George's County","MD",39.04,-76.9
"Baltimore_MD",20706,"Prince George's County","MD",38.96,-76.86
"Baltimore_MD",20707,"Prince George's County","MD",39.1,-76.88
"Baltimore_MD",20708,"Prince George's County","MD",39.04,-76.81
"Baltimore_MD",20710,"Prince George's County","MD",38.94,-76.93
"Baltimore_MD",20711,"Anne Arundel County","MD",38.8,-76.65
"Baltimore_MD",20712,"Prince George's County","MD",38.94,-76.97
"Baltimore_MD",20715,"Prince George's County","MD",38.99,-76.74
"Baltimore_MD",20716,"Prince George's County","MD",38.93,-76.71
"Baltimore_MD",20720,"Prince George's County","MD",38.99,-76.79
"Baltimore_MD",20721,"Prince George's County","MD",38.92,-76.79
"Baltimore_MD",20722,"Prince George's County","MD",38.94,-76.95
"Baltimore_MD",20723,"Howard County","MD",39.14,-76.87
"Baltimore_MD",20724,"Anne Arundel County","MD",39.08,-76.79
"Baltimore_MD",20733,"Anne Arundel County","MD",38.8,-76.53
"Baltimore_MD",20735,"Prince George's County","MD",38.75,-76.9
"Baltimore_MD",20737,"Prince George's County","MD",38.96,-76.91
"Baltimore_MD",20740,"Prince George's County","MD",39,-76.93
"Baltimore_MD",20742,"Prince George's County","MD",38.99,-76.94
"Baltimore_MD",20743,"Prince George's County","MD",38.89,-76.9
"Baltimore_MD",20744,"Prince George's County","MD",38.75,-76.98
"Baltimore_MD",20745,"Prince George's County","MD",38.81,-76.99
"Baltimore_MD",20746,"Prince George's County","MD",38.84,-76.91
"Baltimore_MD",20747,"Prince George's County","MD",38.85,-76.88
"Baltimore_MD",20748,"Prince George's County","MD",38.82,-76.94
"Baltimore_MD",20751,"Anne Arundel County","MD",38.79,-76.57
"Baltimore_MD",20755,"Anne Arundel County","MD",39.1,-76.75
"Baltimore_MD",20758,"Anne Arundel County","MD",38.74,-76.58
"Baltimore_MD",20759,"Howard County","MD",39.15,-76.92
"Baltimore_MD",20762,"Prince George's County","MD",38.81,-76.88
"Baltimore_MD",20763,"Howard County","MD",39.14,-76.82
"Baltimore_MD",20764,"Anne Arundel County","MD",38.9,-76.5
"Baltimore_MD",20765,"Anne Arundel County","MD",38.846,-76.548
"Baltimore_MD",20769,"Prince George's County","MD",38.98,-76.81
"Baltimore_MD",20770,"Prince George's County","MD",39,-76.88
"Baltimore_MD",20772,"Prince George's County","MD",38.8,-76.8
"Baltimore_MD",20774,"Prince George's County","MD",38.89,-76.77
"Baltimore_MD",20776,"Anne Arundel County","MD",38.86,-76.64
"Baltimore_MD",20777,"Howard County","MD",39.17,-76.97
"Baltimore_MD",20778,"Anne Arundel County","MD",38.84,-76.56
"Baltimore_MD",20779,"Anne Arundel County","MD",38.76,-76.58
"Baltimore_MD",20781,"Prince George's County","MD",38.94,-76.94
"Baltimore_MD",20782,"Prince George's County","MD",38.97,-76.97
"Baltimore_MD",20783,"Prince George's County","MD",39,-76.97
"Baltimore_MD",20784,"Prince George's County","MD",38.95,-76.9
"Baltimore_MD",20785,"Prince George's County","MD",38.92,-76.89
"Baltimore_MD",20794,"Howard County","MD",39.15,-76.8
"Baltimore_MD",20812,"Montgomery County","MD",38.969,-77.142
"Baltimore_MD",20814,"Montgomery County","MD",39,-77.11
"Baltimore_MD",20815,"Montgomery County","MD",38.98,-77.08
"Baltimore_MD",20816,"Montgomery County","MD",38.95,-77.12
"Baltimore_MD",20817,"Montgomery County","MD",39,-77.16
"Baltimore_MD",20818,"Montgomery County","MD",38.96,-77.15
"Baltimore_MD",20832,"Montgomery County","MD",39.15,-77.08
"Baltimore_MD",20833,"Montgomery County","MD",39.21,-77.05
"Baltimore_MD",20837,"Montgomery County","MD",39.12,-77.43
"Baltimore_MD",20838,"Montgomery County","MD",39.23,-77.36
"Baltimore_MD",20839,"Montgomery County","MD",39.18,-77.41
"Baltimore_MD",20841,"Montgomery County","MD",39.18,-77.33
"Baltimore_MD",20842,"Montgomery County","MD",39.2,-77.4
"Baltimore_MD",20850,"Montgomery County","MD",39.09,-77.19
"Baltimore_MD",20851,"Montgomery County","MD",39.08,-77.12
"Baltimore_MD",20852,"Montgomery County","MD",39.05,-77.12
"Baltimore_MD",20853,"Montgomery County","MD",39.1,-77.1
"Baltimore_MD",20854,"Montgomery County","MD",39,-77.2
"Baltimore_MD",20855,"Montgomery County","MD",39.14,-77.13
"Baltimore_MD",20860,"Montgomery County","MD",39.15,-77.03
"Baltimore_MD",20861,"Montgomery County","MD",39.15,-77
"Baltimore_MD",20862,"Montgomery County","MD",39.18,-77.02
"Baltimore_MD",20866,"Montgomery County","MD",39.11,-76.92
"Baltimore_MD",20868,"Montgomery County","MD",39.12,-76.96
"Baltimore_MD",20871,"Montgomery County","MD",39.26,-77.29
"Baltimore_MD",20872,"Montgomery County","MD",39.29,-77.22
"Baltimore_MD",20874,"Montgomery County","MD",39.15,-77.29
"Baltimore_MD",20876,"Montgomery County","MD",39.21,-77.24
"Baltimore_MD",20877,"Montgomery County","MD",39.14,-77.18
"Baltimore_MD",20878,"Montgomery County","MD",39.11,-77.25
"Baltimore_MD",20879,"Montgomery County","MD",39.17,-77.18
"Baltimore_MD",20880,"Montgomery County","MD",39.14,-77.174
"Baltimore_MD",20882,"Montgomery County","MD",39.23,-77.15
"Baltimore_MD",20886,"Montgomery County","MD",39.18,-77.19
"Baltimore_MD",20895,"Montgomery County","MD",39.03,-77.08
"Baltimore_MD",20896,"Montgomery County","MD",39.037,-77.093
"Baltimore_MD",20899,"Montgomery County","MD",39.141,-77.22
"Baltimore_MD",20901,"Montgomery County","MD",39.02,-77.01
"Baltimore_MD",20902,"Montgomery County","MD",39.04,-77.04
"Baltimore_MD",20903,"Montgomery County","MD",39.02,-76.98
"Baltimore_MD",20904,"Montgomery County","MD",39.07,-76.98
"Baltimore_MD",20905,"Montgomery County","MD",39.12,-76.99
"Baltimore_MD",20906,"Montgomery County","MD",39.09,-77.06
"Baltimore_MD",20910,"Montgomery County","MD",39,-77.04
"Baltimore_MD",20912,"Montgomery County","MD",38.98,-77
"Baltimore_MD",21001,"Harford County","MD",39.5,-76.2
"Baltimore_MD",21005,"Harford County","MD",39.49,-76.14
"Baltimore_MD",21009,"Harford County","MD",39.47,-76.29
"Baltimore_MD",21010,"Harford County","MD",39.4,-76.3
"Baltimore_MD",21012,"Anne Arundel County","MD",39.04,-76.5
"Baltimore_MD",21013,"Baltimore County","MD",39.51,-76.48
"Baltimore_MD",21014,"Harford County","MD",39.54,-76.35
"Baltimore_MD",21015,"Harford County","MD",39.6,-76.3
"Baltimore_MD",21017,"Harford County","MD",39.48,-76.24
"Baltimore_MD",21028,"Harford County","MD",39.57,-76.23
"Baltimore_MD",21029,"Howard County","MD",39.2,-76.95
"Baltimore_MD",21030,"Baltimore County","MD",39.49,-76.66
"Baltimore_MD",21032,"Anne Arundel County","MD",39.03,-76.61
"Baltimore_MD",21034,"Harford County","MD",39.65,-76.22
"Baltimore_MD",21035,"Anne Arundel County","MD",38.94,-76.64
"Baltimore_MD",21036,"Howard County","MD",39.24,-77
"Baltimore_MD",21037,"Anne Arundel County","MD",38.9,-76.5
"Baltimore_MD",21040,"Harford County","MD",39.43,-76.29
"Baltimore_MD",21042,"Howard County","MD",39.28,-76.9
"Baltimore_MD",21043,"Howard County","MD",39.26,-76.8
"Baltimore_MD",21044,"Howard County","MD",39.2,-76.88
"Baltimore_MD",21045,"Howard County","MD",39.21,-76.83
"Baltimore_MD",21046,"Howard County","MD",39.17,-76.84
"Baltimore_MD",21047,"Harford County","MD",39.53,-76.45
"Baltimore_MD",21048,"Carroll County","MD",39.49,-76.91
"Baltimore_MD",21050,"Harford County","MD",39.59,-76.39
"Baltimore_MD",21051,"Baltimore County","MD",39.47,-76.45
"Baltimore_MD",21052,"Baltimore County","MD",39.198,-76.444
"Baltimore_MD",21053,"Baltimore County","MD",39.68,-76.72
"Baltimore_MD",21054,"Anne Arundel County","MD",39.02,-76.66
"Baltimore_MD",21056,"Anne Arundel County","MD",39.07,-76.43
"Baltimore_MD",21057,"Baltimore County","MD",39.46,-76.51
"Baltimore_MD",21060,"Anne Arundel County","MD",39.17,-76.58
"Baltimore_MD",21061,"Anne Arundel County","MD",39.16,-76.64
"Baltimore_MD",21071,"Baltimore County","MD",39.473,-76.815
"Baltimore_MD",21074,"Carroll County","MD",39.61,-76.85
"Baltimore_MD",21075,"Howard County","MD",39.2,-76.75
"Baltimore_MD",21076,"Anne Arundel County","MD",39.17,-76.72
"Baltimore_MD",21077,"Anne Arundel County","MD",39.16,-76.7
"Baltimore_MD",21078,"Harford County","MD",39.56,-76.17
"Baltimore_MD",21082,"Baltimore County","MD",39.48,-76.49
"Baltimore_MD",21084,"Harford County","MD",39.62,-76.46
"Baltimore_MD",21085,"Harford County","MD",39.45,-76.35
"Baltimore_MD",21087,"Baltimore County","MD",39.45,-76.42
"Baltimore_MD",21090,"Anne Arundel County","MD",39.21,-76.67
"Baltimore_MD",21093,"Baltimore County","MD",39.44,-76.64
"Baltimore_MD",21102,"Carroll County","MD",39.7,-76.8
"Baltimore_MD",21104,"Carroll County","MD",39.35,-76.91
"Baltimore_MD",21108,"Anne Arundel County","MD",39.08,-76.62
"Baltimore_MD",21111,"Baltimore County","MD",39.57,-76.59
"Baltimore_MD",21113,"Anne Arundel County","MD",39.05,-76.71
"Baltimore_MD",21114,"Anne Arundel County","MD",39.01,-76.68
"Baltimore_MD",21117,"Baltimore County","MD",39.43,-76.8
"Baltimore_MD",21120,"Baltimore County","MD",39.6,-76.7
"Baltimore_MD",21122,"Anne Arundel County","MD",39.12,-76.51
"Baltimore_MD",21128,"Baltimore County","MD",39.41,-76.44
"Baltimore_MD",21130,"Harford County","MD",39.5,-76.2
"Baltimore_MD",21131,"Baltimore County","MD",39.5,-76.57
"Baltimore_MD",21132,"Harford County","MD",39.69,-76.42
"Baltimore_MD",21133,"Baltimore County","MD",39.37,-76.81
"Baltimore_MD",21136,"Baltimore County","MD",39.48,-76.8
"Baltimore_MD",21140,"Anne Arundel County","MD",38.95,-76.59
